"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"ENSG00000154734" 4875.37973316546 -2.41548370648085 0.0800204944976283 -30.185813292524 3.63677989567489e-200 5.40243653502504e-196
"ENSG00000073756" 11707.2937414414 -1.26906737672997 0.063856927347491 -19.8736054089178 6.88739063169906e-88 5.11560939169448e-84
"ENSG00000124225" 2678.61641206063 -1.69697566555724 0.0857811705249703 -19.7826126080113 4.20337768540833e-87 2.08137251722469e-83
"ENSG00000143878" 2672.05321887934 -1.5435165351549 0.0796961717707947 -19.3675116490418 1.45102791149028e-83 5.38875490629701e-80
"ENSG00000117289" 4390.17575859702 1.51800098118276 0.0873081627745829 17.3867016890737 1.04052494698622e-67 3.09139961749607e-64
"ENSG00000118515" 2832.16743345846 -1.4601875209368 0.0840455610718994 -17.373761354126 1.30391470789219e-67 3.22827549762307e-64
"ENSG00000113369" 570.719594492319 2.39785035568273 0.141654809786535 16.9274192616272 2.82497189028842e-64 5.99499391860493e-61
"ENSG00000162892" 470.084604954778 -1.97713782873572 0.118419374870992 -16.6960670995742 1.39993696722807e-62 2.59950795602163e-59
"ENSG00000078401" 1666.53571633258 -1.40152354109988 0.0840509678758209 -16.6746865208088 2.00259247247918e-62 3.30539013096425e-59
"ENSG00000120129" 1552.95596720662 -1.26248274724548 0.0788933097961285 -16.0024056603521 1.22931703347604e-57 1.82615045322865e-54
"ENSG00000185745" 3617.04374360232 1.3001102498108 0.0813552434004366 15.9806571214047 1.74298780631515e-57 2.35382580571014e-54
"ENSG00000157557" 6859.81381799849 -0.868988123352038 0.0562137780850137 -15.4586322598322 6.598475843585e-54 8.16836322137126e-51
"ENSG00000120875" 6787.99274294582 -1.00312846730068 0.0654383258336176 -15.3293724208534 4.86665701913905e-53 5.56109153994697e-50
"ENSG00000172331" 901.111101685257 -1.32016425173616 0.0936401233844262 -14.0982754402877 3.8916403881031e-45 4.12930842609082e-42
"ENSG00000120738" 296.044670179212 2.58524577045671 0.186363774372024 13.8720402029204 9.3576759817333e-44 9.26721844724321e-41
"ENSG00000106366" 7041.25702129186 -1.12637508735445 0.0813800344411632 -13.8409266485234 1.44333865147834e-43 1.34004972923192e-40
"ENSG00000087494" 5904.9103085586 -0.996425089808289 0.0726156592857989 -13.7219037823038 7.50680816868603e-43 6.5596256085783e-40
"ENSG00000169252" 3215.38684867192 -0.949529376758059 0.0697483345375796 -13.6136494592063 3.32230562895358e-42 2.74182500656141e-39
"ENSG00000146373" 2435.77435432557 -0.920875919732129 0.0680363539041036 -13.535056876065 9.71072636928641e-42 7.59225474819734e-39
"ENSG00000137959" 1620.49639244285 1.06705473259604 0.0796522836393989 13.3964110486373 6.34584041249014e-41 4.71337296637706e-38
"ENSG00000073712" 862.481365916794 -1.19558185881793 0.08960992085971 -13.3420702456561 1.31749220388974e-40 9.31968889942002e-38
"ENSG00000139211" 2533.30541185947 -1.02289308377737 0.0780840405563043 -13.0998994991785 3.29693933621987e-39 2.22618335634301e-36
"ENSG00000158055" 1398.44304673271 1.3320482592759 0.103090258044074 12.9211846448809 3.41837489663885e-38 2.20782430824218e-35
"ENSG00000174136" 2101.56453466303 -0.895943475420811 0.0697059631485509 -12.8531826396468 8.25430272132959e-38 5.10906945522296e-35
"ENSG00000107201" 2249.53470267832 1.01129729508949 0.0805840787640718 12.5495918126742 3.9956440224473e-36 2.37421167813819e-33
"ENSG00000131016" 1661.40224124436 -1.48736057044713 0.120322117834512 -12.3614892857256 4.22260324287139e-35 2.41256812203286e-32
"ENSG00000137801" 204868.883408293 -0.803793356657254 0.0660664980954531 -12.1664289742727 4.69162544336662e-34 2.57980589451338e-31
"ENSG00000145990" 1592.54822163024 -0.906461551452076 0.0745391711591291 -12.160875112455 5.02178256387542e-34 2.57980589451338e-31
"ENSG00000163297" 5587.14275853478 -0.810323214416955 0.0666349197447816 -12.1606391591762 5.03630905021125e-34 2.57980589451338e-31
"ENSG00000169715" 2467.59960598946 -0.871816204435271 0.0720286569574977 -12.1037409450756 1.00905730838254e-33 4.99651543867419e-31
"ENSG00000119669" 1825.4250922608 0.838895455260126 0.0696361221844036 12.0468433471733 2.0152052384122e-33 9.65673348923006e-31
"ENSG00000134321" 461.319011354632 1.88550597474263 0.157294485733342 11.9871079138724 4.15147895456561e-33 1.92719437093975e-30
"ENSG00000143507" 407.684405183945 -1.75089840761302 0.146361747013221 -11.9628143510397 5.56435156520893e-33 2.5048012879145e-30
"ENSG00000170989" 249.3118839209 -1.74445990545624 0.146351699427904 -11.9196422882373 9.35091576729455e-33 4.08552510950472e-30
"ENSG00000198142" 4194.99255100811 -0.71922001464393 0.0604932464817964 -11.8892613055634 1.3459167702933e-32 5.71245532077342e-30
"ENSG00000137936" 3249.91519864973 -0.877024620557882 0.0750774869910656 -11.681592654563 1.58301332040365e-31 6.53212857627671e-29
"ENSG00000141579" 945.699321177569 1.49499060914204 0.128638620232914 11.6216312522258 3.19967814301325e-31 1.28462753552599e-28
"ENSG00000111859" 242.302800308311 -1.9745084156991 0.175050466838477 -11.279652384595 1.65398243173831e-29 6.46576553249277e-27
"ENSG00000135048" 1897.34022690923 -0.868270421853754 0.0772894156425341 -11.2340145754178 2.77573569752785e-29 1.05727060991734e-26
"ENSG00000137193" 2094.14934974261 0.855854203995201 0.0762425452596092 11.225414905562 3.05947023029022e-29 1.13621075677403e-26
"ENSG00000067082" 4817.0274114361 -1.12840716465225 0.101220082691346 -11.148056143099 7.31877301396135e-29 2.65171641761941e-26
