"","GSM3594010","GSM3594013","fc.EXPD4.CTRL","p.value"
"1423723_PM_s_at",7.64945732364523,9.01239863686507,1.36294131321983,0.0451555279520183
"1423724_PM_at",6.83075775705437,8.01795676115207,1.1871990040977,0.0206498173100778
"1423732_PM_at",4.84119262255023,6.27022166978784,1.42902904723761,0.00947876513390733
"1423735_PM_a_at",4.53270785606741,5.75577654749517,1.22306869142776,0.017762563355958
"1423744_PM_x_at",7.1468927358123,8.8679388523102,1.7210461164979,0.0224324574996003
"1423754_PM_at",10.0805365519669,11.2511993579298,1.17066280596292,0.0110174855979513
"1423760_PM_at",8.72965187860736,9.85893507056822,1.12928319196086,0.0462619247265295
"1423766_PM_at",5.55206043066343,7.67094471023614,2.11888427957272,0.0185828017094038
"1423775_PM_s_at",7.24721220532977,8.49375349220442,1.24654128687464,0.0216267447597731
"1423784_PM_at",8.08930814876856,9.68146526988004,1.59215712111148,0.00147375807482485
"1423847_PM_at",6.31927510869358,7.79585376334638,1.4765786546528,0.0485656034205565
"1423868_PM_at",4.70625189999732,6.09869093306601,1.39243903306869,0.0142462898983418
"1423880_PM_at",5.42233643461519,6.92448688048098,1.50215044586578,0.0119452678695866
"1423884_PM_at",5.5823909227987,8.00623365668921,2.42384273389051,0.029803422134412
"1423908_PM_at",5.84046996022771,7.50021373701043,1.65974377678272,0.017369453632178
"1423928_PM_at",6.72242452523415,7.89063905498143,1.16821452974728,0.0442521198205631
"1423957_PM_at",7.26705314875733,8.90428225259195,1.63722910383462,0.00736589062816382
"1423991_PM_at",7.41826460300798,8.66088872955933,1.24262412655136,0.0322619226768179
"1423996_PM_a_at",5.47520777080531,7.26767232956654,1.79246455876123,0.006702997773854
"1424018_PM_at",7.17644565711409,8.6227744240844,1.44632876697032,0.0123254299061134
"1424026_PM_s_at",5.25020258617169,6.81068049615681,1.56047790998512,0.0272073160415864
"1424040_PM_at",6.32226627444759,8.57051396897282,2.24824769452523,0.0372372290092547
"1424048_PM_a_at",5.11507166043092,6.16878627096406,1.05371461053314,0.0147076128454514
"1424067_PM_at",6.06577831060674,7.51581245184699,1.45003414124025,0.0391946818622911
"1424085_PM_at",7.86248019631072,9.90149947712691,2.03901928081619,0.00552425124580566
"1424111_PM_at",3.91607226909022,5.82603460281398,1.90996233372376,0.00330330748307906
"1424128_PM_x_at",4.92912486304566,7.55141812104573,2.62229325800006,0.00610320530892294
"1424170_PM_at",7.84061726618518,8.91015443399011,1.06953716780494,0.0238864745946265
"1424185_PM_a_at",6.88785487628594,8.20399298987905,1.31613811359311,0.0459402803459753
"1424268_PM_at",5.3622476637163,7.41547561904185,2.05322795532555,0.0388362244628076
"1424293_PM_s_at",2.5748648811774,3.69708972444251,1.12222484326511,0.0251365717678972
"1424294_PM_at",4.72349486090368,6.87968581241967,2.15619095151599,0.00225371378639098
"1424328_PM_s_at",5.26349656939074,6.55542070079438,1.29192413140364,0.0424296817394895
"1424343_PM_a_at",4.64157467318813,6.78169095614664,2.14011628295852,0.00214756024865616
"1424436_PM_at",5.74436563371407,7.11720216549154,1.37283653177747,0.00529837297234207
"1424440_PM_at",5.22522564410612,6.37313209915889,1.14790645505277,0.0272481271806587
"1424472_PM_at",6.88218708468369,7.93860810385016,1.05642101916647,0.00211201932875155
"1424498_PM_at",5.62722607973801,7.38580905892563,1.75858297918761,0.0294902275006058
"1424499_PM_s_at",5.46915291191213,7.09505617417989,1.62590326226776,0.0299212928152219
"1424512_PM_a_at",5.84301725045666,7.45835685235991,1.61533960190325,0.0218619332478098
"1424542_PM_at",4.58295254693917,5.81513592011321,1.23218337317404,0.0425342409082035
"1424620_PM_at",5.42926572323029,7.44656512476677,2.01729940153648,0.0143031538081155
"1424663_PM_at",4.43237023147851,5.97952282957066,1.54715259809216,0.0302574839430384
"1424665_PM_at",3.40014119730249,6.27998206143417,2.87984086413168,0.0448124243225006
"1424696_PM_at",5.97364813013519,7.33586341259325,1.36221528245806,0.00364253359563654
"1424740_PM_at",7.70603863955465,8.77482834285028,1.06878970329563,0.0193554288377402
"1424760_PM_a_at",6.50778661800037,7.63520150962013,1.12741489161976,0.0392971238381812
"1424769_PM_s_at",3.67511914999593,5.22152053363768,1.54640138364175,0.0320076662279621
"1424801_PM_at",6.76860144155743,8.05569727048343,1.287095828926,0.0317469271203007
"1424826_PM_s_at",4.14381991026123,5.55652959856913,1.4127096883079,0.0264941378662743
"1424883_PM_s_at",7.45394072310267,8.54777384664339,1.09383312354071,0.00300597948800272
"1424890_PM_at",3.86290405285596,7.42808130219333,3.56517724933737,0.00672849795299289
"1424907_PM_a_at",6.40136096724808,7.50087424631137,1.09951327906328,0.0352432289511231
"1424926_PM_at",5.21045531770644,6.60991409600482,1.39945877829839,0.024689253572944
"1424955_PM_at",4.71165203870678,6.09374398781862,1.38209194911184,0.0313939084474644
"1424968_PM_at",6.39741880029814,8.71481311113982,2.31739431084168,0.0349556376415391
"1425006_PM_a_at",7.05493334510304,8.2562897809873,1.20135643588425,0.00471822017951718
"1425020_PM_at",4.20380236327669,6.98607469107259,2.7822723277959,0.0256341302405829
"1425194_PM_a_at",7.97748700664228,9.29177535835864,1.31428835171636,0.0443851536819717
"1425196_PM_a_at",6.37738434456502,7.75780516652426,1.38042082195924,0.01866450076551
"1425272_PM_at",10.0521229583039,8.87968919369036,-1.1724337646135,0.0476693393712436
"1425339_PM_at",3.59950181309377,4.85973134059729,1.26022952750352,0.0292137260513929
"1425456_PM_a_at",8.69529391440982,9.73263759871924,1.03734368430942,0.0173948485761399
"1425475_PM_at",5.66253918473635,4.6092727539081,-1.05326643082825,0.0340192426044042
"1425587_PM_a_at",4.75964138238171,8.25546457565268,3.49582319327097,0.0151268178590789
"1425649_PM_at",4.2433186168505,5.25577952872623,1.01246091187573,0.0128697440495843
"1425663_PM_at",8.80708956811363,7.50390378702545,-1.30318578108819,0.0349555539210981
"1425711_PM_a_at",8.08546610022385,9.21304736918508,1.12758126896123,0.035738513017005
"1425725_PM_s_at",6.20923196735666,4.60725770065594,-1.60197426670072,0.0315315107623299
"1425899_PM_a_at",4.810151639346,6.66778298477432,1.85763134542832,0.0136576972576583
"1426010_PM_a_at",7.1822890391621,9.20942489723315,2.02713585807106,0.0324564905911799
"1426030_PM_a_at",6.17565021439175,7.78630865926115,1.6106584448694,0.00121037827869123
"1426053_PM_a_at",5.1042949530237,6.86720433523961,1.7629093822159,0.0266799563373084
"1426085_PM_a_at",6.32572591056404,7.85812433851735,1.53239842795331,0.0348084860524817
"1426117_PM_a_at",6.54882072749945,8.73189612419846,2.18307539669901,0.00336104708855858
"1426118_PM_a_at",7.02995940334142,9.00102231828575,1.97106291494433,0.0349376040122126
"1426165_PM_a_at",4.78503937380306,6.43933910777011,1.65429973396705,0.00120033246673029
"1426184_PM_a_at",5.68518282751819,7.41697600955678,1.73179318203859,0.0252973539595546
"1426230_PM_at",7.89423674348431,6.23799756329725,-1.65623918018706,0.0341924195953154
"1426264_PM_at",4.09220033583366,6.84316530093406,2.7509649651004,0.0104412788426377
"1426265_PM_x_at",4.26498657759595,6.60535764925868,2.34037107166273,0.0321038181496614
"1426307_PM_at",5.11930592020304,6.21591821555676,1.09661229535372,0.0468116553239894
"1426356_PM_at",7.12601687611204,8.307353915723,1.18133703961096,0.0080473055703046
"1426400_PM_a_at",8.44455030496091,10.1865204047699,1.74197009980896,0.0125342275984811
"1426429_PM_at",6.24609729868152,4.21641114738517,-2.02968615129635,0.0254346092066019
"1426454_PM_at",9.02638494178898,10.1104496085224,1.08406466673342,0.0272647955885726
"1426475_PM_at",5.97994869504042,7.30947777970639,1.32952908466597,0.00505144985246794
"1426561_PM_a_at",5.63129712709814,4.42067253589185,-1.2106245912063,0.0261529032212679
"1426594_PM_at",6.43109476453327,7.84109437819157,1.4099996136583,0.000692476083645108
"1426613_PM_a_at",5.18813399536902,6.63103302150233,1.44289902613331,0.0181613012617165
"1426653_PM_at",6.09428628258895,7.89896085715724,1.80467457456829,0.0308865938844859
"1426662_PM_at",5.69262949060436,7.37845460310429,1.68582511249993,0.0149135094380334
"1426673_PM_at",6.90372188064264,8.43964874870484,1.5359268680622,0.0232104134360888
"1426677_PM_at",7.77695703764734,9.30205409529204,1.5250970576447,0.0418330377862164
"1426695_PM_at",5.28304276681847,6.71141640566143,1.42837363884296,0.00401144801846709
"1426705_PM_s_at",5.82501828607156,7.91177344698515,2.0867551609136,0.0332257736448849
"1426708_PM_at",5.1902502870419,8.3250208622604,3.1347705752185,0.00834702649561326
"1426717_PM_at",3.84754358562864,5.28296003388923,1.43541644826059,0.0229569266703757
"1426720_PM_at",3.80108645046917,5.16040884308389,1.35932239261472,0.0420920775655945
"1426783_PM_at",4.87908792847369,6.07665360067902,1.19756567220533,0.0403324261676984
"1426790_PM_at",6.62412489690133,8.02777799314407,1.40365309624274,0.00397208358130741
"1426800_PM_at",5.01277776400246,6.89406209452032,1.88128433051786,9.86021713305236e-05
"1426842_PM_at",4.37874426744294,5.63972024701884,1.2609759795759,0.00937992842476563
"1426846_PM_at",5.92624187875548,6.99295520044467,1.06671332168919,0.00656558743102779
"1426853_PM_at",8.60643550512618,9.76094273516707,1.15450723004089,0.00778783992817849
"1426918_PM_at",6.65024376380955,9.16969116712319,2.51944740331364,0.00708372789368359
"1426945_PM_at",8.589921935216,9.86809954945369,1.27817761423769,0.0349231581419667
"1426995_PM_a_at",4.60015923229176,5.86889188355002,1.26873265125826,0.00499974801194251
"1427019_PM_at",4.60187799568847,6.18334748351371,1.58146948782524,0.0459547637551816
"1427021_PM_s_at",7.84510615055623,9.40183849709953,1.5567323465433,0.000839102765954466
"1427032_PM_at",5.78052001140906,7.39888478459693,1.61836477318788,0.0192913746149251
"1427161_PM_at",6.17702173200194,7.95638194930057,1.77936021729863,0.00521713483403785
"1427164_PM_at",6.24473271780699,8.51738888341907,2.27265616561209,0.0322050402120954
"1427229_PM_at",2.99858323163242,4.15164266099471,1.15305942936228,0.00148052633775674
"1427250_PM_at",8.29102807063849,10.4227711989743,2.13174312833583,0.0108088189696366
"1427276_PM_at",7.90371493647864,9.44523795040301,1.54152301392437,0.02517216911637
"1427350_PM_a_at",7.58729276533875,6.57901091475596,-1.00828185058279,0.0378297371786647
"1427353_PM_at",5.04446388547232,7.0017592008279,1.95729531535558,0.0148080917384108
"1427364_PM_a_at",6.11896336644136,9.42139506721531,3.30243170077395,0.00330723370149742
"1427382_PM_a_at",4.97357357737953,6.41519102511264,1.44161744773312,0.0194627775743882
"1427385_PM_s_at",7.28787882627873,9.72904588559567,2.44116705931694,0.0298605692491488
"1427512_PM_a_at",9.3131610901699,10.3435700986228,1.03040900845287,0.00723572080664293
"1427534_PM_at",4.49038946844251,3.45570928921091,-1.0346801792316,0.0201047523679037
"1427539_PM_a_at",6.27893558867504,7.70662575506366,1.42769016638862,0.00631947891354174
"1427559_PM_a_at",4.70242193449386,6.345167999863,1.64274606536914,0.00771799997593717
"1427670_PM_a_at",4.1778113601761,5.29885358543877,1.12104222526267,0.0429767595783236
"1427700_PM_x_at",6.94823636191213,11.4065957788491,4.458359416937,0.0256406110434488
"1427705_PM_a_at",5.88798430046677,7.2529960919168,1.36501179145003,0.0486696915354216
"1427747_PM_a_at",5.21501090988587,8.44010524274389,3.22509433285802,0.000792659973071233
"1427771_PM_x_at",6.51103688543339,7.66408963091106,1.15305274547767,0.0145470557248001
"1427785_PM_x_at",5.50510649518705,7.05190681723609,1.54680032204904,0.0499672509206414
"1427885_PM_at",6.49719884091112,8.06032291229807,1.56312407138695,0.0390063964699998
"1427886_PM_at",6.85621085268546,9.22813290159081,2.37192204890536,0.0112952171472078
"1427914_PM_a_at",7.98190991586666,9.13670288542662,1.15479296955996,0.0192999367950647
"1427923_PM_at",5.39639033696025,7.29977989824105,1.9033895612808,0.0066784304931318
"1427930_PM_at",6.42882556093562,5.37074773694461,-1.05807782399101,0.00847335708764859
"1427997_PM_at",4.24737811464202,6.57782560776824,2.33044749312622,0.0117106277054048
"1428004_PM_at",5.95986422582657,7.38469866267015,1.42483443684358,0.0434560641388291
"1428112_PM_at",7.87161269654742,9.40591779588824,1.53430509934083,0.0279119649243439
"1428123_PM_at",4.03307193886517,5.42218750452576,1.38911556566059,0.0377779087573817
"1428198_PM_at",4.2053826676166,6.15306933366086,1.94768666604426,0.0480141969604494
"1428232_PM_at",4.6187742922077,6.1793498441933,1.5605755519856,0.0114411507926083
"1428262_PM_s_at",7.8612667802041,9.46642313892943,1.60515635872533,0.0460228210362571
"1428291_PM_at",5.0522253004899,7.15365304565278,2.10142774516289,0.0451721605683789
"1428293_PM_at",6.83536865838659,8.19687792797655,1.36150926958996,0.0264413676837895
"1428330_PM_at",6.05087103924898,4.31262589265695,-1.73824514659203,0.0475473280260661
"1428407_PM_at",5.58165364545202,7.33395294589689,1.75229930044487,0.0433370590133551
"1428441_PM_at",6.15667992920018,7.3339231176095,1.17724318840932,0.0244149294071261
"1428485_PM_at",7.31907050822872,8.75236201888418,1.43329151065546,0.0118527532144294
"1428488_PM_at",4.61873319744407,5.86222753911205,1.24349434166797,0.0308852799106964
"1428510_PM_at",5.16145167860132,6.82060885961341,1.65915718101208,0.0422273500675369
"1428519_PM_at",5.81476574968033,7.73246251765719,1.91769676797685,0.0419864704018231
"1428543_PM_at",3.67974086047544,6.91886084394745,3.23911998347201,0.006661746308992
"1428552_PM_at",5.88961216377982,8.12871455973609,2.23910239595627,0.0351737446972955
"1428585_PM_at",4.25064280761268,6.36889889212885,2.11825608451617,0.0361079112469666
"1428587_PM_at",5.63936939508538,7.3920399641044,1.75267056901902,0.0150233714224214
"1428637_PM_at",5.916820383213,7.06080174359282,1.14398136037982,0.0419768613818239
"1428666_PM_at",8.15644537135765,9.62242794431375,1.4659825729561,0.0216974841601879
"1428667_PM_at",5.94020559575042,7.56032635329913,1.6201207575487,0.0369875172653199
"1428715_PM_at",4.62690520903993,5.75449662904018,1.12759142000025,0.0246747014785254
"1428742_PM_at",6.44539197768892,5.24024822837863,-1.20514374931029,0.00700956510515324
"1428772_PM_at",3.23785835743322,5.10586866128493,1.86801030385171,0.0458451992207868
"1428783_PM_at",7.06278367277394,8.68307426711238,1.62029059433844,0.0306165416557341
"1428851_PM_at",5.90906999258868,8.73845076443666,2.82938077184798,0.031416811832741
"1428905_PM_at",5.42979034004187,7.6230705287749,2.19328018873304,0.00480950963406002
"1428906_PM_at",7.35812855499966,8.65815359733081,1.30002504233115,0.0428796451609846
"1428942_PM_at",9.01204657543167,10.9437933220463,1.93174674661464,0.0250124940952146
"1429032_PM_at",6.10789555539565,4.14616209770687,-1.96173345768877,0.0487132491646529
"1429137_PM_at",4.30447434334932,5.33964580656439,1.03517146321507,0.00174243048625848
"1429171_PM_a_at",5.50585719470397,7.74860742092073,2.24275022621676,0.00296430461916019
"1429227_PM_x_at",6.05427100413752,7.83158239506298,1.77731139092546,0.0076189797879502
"1429291_PM_at",8.30275768295133,9.48748977110132,1.18473208814999,0.0317747899593945
"1429336_PM_at",4.62829429052272,5.90946197719638,1.28116768667366,0.0292161534959666
"1429370_PM_a_at",7.0497407438701,8.0959469821823,1.04620623831221,0.0144941817106083
"1429459_PM_at",4.58875676010845,2.86136233678268,-1.72739442332577,0.0100296289908433
"1429475_PM_at",3.99086389621083,7.77510035726476,3.78423646105392,0.000806398183923108
"1429559_PM_at",6.0075840988284,7.38391847499798,1.37633437616958,0.0213398654910488
"1429734_PM_at",3.80611004136595,4.88302347916364,1.07691343779769,0.0313969235388786
"1429763_PM_at",8.41436169159135,9.67958806172208,1.26522637013073,0.0388137079947829
"1429775_PM_a_at",5.7516344331034,3.49767912200256,-2.25395531110084,0.017157319269636
"1429776_PM_a_at",4.86464845166253,6.68236590057671,1.81771744891418,0.00144054624449411
"1429859_PM_a_at",6.29028273284692,7.35488607562737,1.06460334278045,0.0315885896998676
"1430022_PM_at",6.32355623503182,7.84841670016824,1.52486046513643,0.0113813772082148
"1430053_PM_a_at",4.23729008214806,6.60899750239686,2.3717074202488,0.0422300919786663
"1430117_PM_a_at",6.11419399656377,7.51806865945525,1.40387466289148,0.00456119496997344
"1430125_PM_s_at",7.28289680155432,9.19914909451701,1.91625229296269,0.0321300177206992
"1430134_PM_a_at",4.66927000970973,6.4441870685027,1.77491705879297,0.0318553038915155
"1430289_PM_a_at",6.25691444919352,7.82717860297019,1.57026415377667,0.0169518637559897
"1430343_PM_at",4.86543973586676,6.84159964988328,1.97615991401652,0.00659177918057554
"1430423_PM_s_at",4.97928811919354,6.39010018444763,1.4108120652541,0.0450196107793157
"1430577_PM_at",5.05255235301163,6.44425047481344,1.39169812180181,0.00745107400426979
"1431005_PM_at",4.83873347656227,6.73194054598772,1.89320706942545,0.028964377189345
"1431036_PM_a_at",5.18873980201146,6.3626403316306,1.17390052961914,0.0181085985603177
"1431086_PM_s_at",4.19603599232656,7.12012576108515,2.9240897687586,0.0367380820318943
"1431162_PM_a_at",5.99598248629224,7.90542976746095,1.90944728116872,0.0082544779866604
"1431179_PM_at",3.06705994722711,4.46390339869043,1.39684345146332,0.0123507529511684
"1431187_PM_s_at",6.03540480884188,7.40741859039459,1.37201378155271,0.016477193254822
"1431277_PM_at",6.62772075562681,5.05337944284554,-1.57434131278127,0.0169465740700194
"1431322_PM_at",5.55569283594811,6.93441151770711,1.37871868175899,0.00454059251955158
"1431339_PM_a_at",6.56231292066533,7.93311721666753,1.3708042960022,0.00569790374935974
"1431497_PM_at",5.25885905158231,7.28835564794955,2.02949659636724,0.0397693516177391
"1431505_PM_at",3.06910604607659,7.00145204698791,3.93234600091132,0.0318933753606059
"1431527_PM_at",7.00921716049302,5.82510000050933,-1.18411715998369,0.0499656164913323
"1431691_PM_a_at",4.86992969550442,8.63262049357893,3.76269079807451,0.0142649928944643
"1431786_PM_s_at",9.30197460577065,11.0958647242221,1.79389011845147,0.0150803988740307
"1432016_PM_a_at",5.96629139795513,7.03575982497644,1.0694684270213,0.0306392781763452
"1432130_PM_a_at",2.73223123297261,3.87100083310443,1.13876960013183,0.0362411109127488
"1432164_PM_a_at",7.10213568722433,9.01556741663837,1.91343172941404,0.00814371626163031
"1432188_PM_s_at",4.72180415989295,6.33487135667592,1.61306719678297,0.0496871089165296
"1432271_PM_a_at",5.07465544368879,6.75347883125233,1.67882338756353,0.0199520648406852
"1432332_PM_a_at",4.18979767941695,5.61294260085401,1.42314492143706,0.0455811282535269
"1432372_PM_a_at",7.10721391816433,8.68807531810463,1.58086139994031,0.0136766970792687
"1432394_PM_a_at",6.36237091313213,7.85366226132416,1.49129134819204,0.0177049055620537
"1432464_PM_a_at",7.61697743600243,6.42494358027069,-1.19203385573174,0.0181249010939871
"1432549_PM_s_at",5.18063465561708,6.66901197695643,1.48837732133935,0.0195163917893237
"1432648_PM_at",7.4066905209307,5.94701422673834,-1.45967629419236,0.0493731537547614
"1432656_PM_at",4.57450063831926,6.67607588396123,2.10157524564198,0.0229838183736783
"1432920_PM_at",4.74696170351355,3.64812427750312,-1.09883742601043,0.0418547502599853
"1433133_PM_at",6.27359771224077,5.15359897165417,-1.1199987405866,0.0344314614923894
"1433174_PM_a_at",4.139920345879,5.7371373460896,1.5972170002106,0.00930843304984309
"1433440_PM_x_at",6.74140759162219,8.33546116262979,1.5940535710076,0.00978505094898159
"1433470_PM_a_at",4.354355533473,5.94628846373887,1.59193293026587,0.0493621800900656
"1433485_PM_x_at",7.86117501881693,8.95769197962856,1.09651696081163,0.0252861834016644
"1433513_PM_x_at",6.88017305156329,8.49011022065653,1.60993716909324,0.000750117436830918
"1433534_PM_a_at",6.93027483123711,8.51956452754146,1.58928969630435,0.0365750358882402
"1433555_PM_at",3.75851752618979,5.42411564564073,1.66559811945094,0.00500208884676977
"1433611_PM_s_at",5.25867533631623,7.53536277652811,2.27668744021188,0.00373146622170183
"1433627_PM_at",4.80981876631261,6.68349752530602,1.8736787589934,0.0191201691896194
"1433685_PM_a_at",5.06001364155963,6.39031035269685,1.33029671113722,0.0355559310319325
"1433753_PM_x_at",5.31834677409991,6.3618683787263,1.04352160462639,0.013290383762209
"1433806_PM_x_at",6.53836518769403,8.56710682398393,2.02874163628991,0.0314666728296128
"1433834_PM_at",4.13558368512204,5.33717258747838,1.20158890235634,0.0204879396730813
"1433878_PM_at",6.70763298365726,7.97029943084399,1.26266644718673,0.0453143547296765
"1433923_PM_at",10.0089516807319,4.32147545351757,-5.68747622721436,0.00912999425529083
"1433998_PM_at",4.31269038790051,5.64322543788827,1.33053504998776,0.0203271226565998
"1434005_PM_at",7.23528178267977,8.45424850481227,1.21896672213249,0.0318377116549491
"1434011_PM_a_at",7.35868454783729,8.63349514695073,1.27481059911344,0.0283853392501133
"1434036_PM_at",4.34180906904608,6.31757086003042,1.97576179098434,0.0086018732507317
"1434079_PM_s_at",5.06627305636427,7.5410027675899,2.47472971122563,0.0113333632532366
"1434104_PM_at",5.39996384579706,6.81303153850013,1.41306769270307,0.0447227560415698
"1434113_PM_a_at",6.49929381822331,7.62985830841054,1.13056449018722,0.0155525512956905
"1434155_PM_a_at",4.93153526589966,7.27464208412627,2.34310681822661,0.0254709389276014
"1434173_PM_s_at",6.03247667811062,8.16969912185039,2.13722244373977,0.048522638565872
"1434268_PM_at",5.04784863699369,6.30298690037754,1.25513826338385,0.0431217140120951
"1434281_PM_at",4.40285829753068,5.92853337746515,1.52567507993447,0.0412751674511876
"1434337_PM_at",6.18861295651652,7.46433635578489,1.27572339926837,0.02143128305233
"1434348_PM_at",4.94811905886522,6.20446886490131,1.2563498060361,0.0255069558007948
"1434376_PM_at",8.00409147373866,9.47528287872055,1.47119140498189,0.0368804822000158
"1434382_PM_at",7.6906993179894,9.20598640201733,1.51528708402793,0.042908590105224
"1434388_PM_at",4.30223603906024,6.79223440425144,2.48999836519119,0.00291152186445202
"1434398_PM_at",4.498876243781,5.8950331277619,1.3961568839809,0.033903601246055
"1434447_PM_at",6.93913672509031,8.42813253824936,1.48899581315905,0.0180608773981332
"1434579_PM_x_at",5.47655656824224,7.84328722521551,2.36673065697327,0.0105442412076747
"1434586_PM_a_at",3.8365753562202,4.98996561346161,1.15339025724141,0.0339404665701613
"1434589_PM_x_at",4.46748850757156,5.81754537227823,1.35005686470666,0.0246364007659137
"1434599_PM_a_at",5.20533274879576,6.53660656027669,1.33127381148093,0.0259934760027051
"1434605_PM_at",5.39435269824316,7.33155018671124,1.93719748846808,0.0137806567546148
"1434648_PM_a_at",3.39151800461477,5.11568845907394,1.72417045445917,0.0460809545754581
"1434653_PM_at",4.96197548793949,6.45794277692975,1.49596728899026,0.0184508740683314
"1434657_PM_at",5.76164591836409,7.41406874483989,1.6524228264758,0.0144068820021004
"1434708_PM_at",3.62813673130668,4.80343608223222,1.17529935092555,0.0191658598194713
"1434764_PM_at",4.05149682074731,5.44641597041026,1.39491914966295,0.035183393998577
"1434773_PM_a_at",8.57578994383802,9.63655835078811,1.06076840695009,0.0494491010023636
"1434822_PM_at",5.45666230391491,6.96764028839561,1.5109779844807,0.0104537051956634
"1434867_PM_at",4.21774907157893,5.83299487373361,1.61524580215468,0.000934798706891244
"1434877_PM_at",4.79233239504999,6.42576420470037,1.63343180965037,0.037508883969363
"1434879_PM_at",6.17430590895896,7.49142002825266,1.31711411929371,0.0348989271820509
"1434920_PM_a_at",4.34197130368021,5.98542486013198,1.64345355645177,0.00806995488137795
"1434976_PM_x_at",4.76217823562266,6.88167551886857,2.11949728324591,0.0113671072856204
"1434979_PM_at",2.97024850310881,4.07289246860624,1.10264396549743,0.00564047851470877
"1434986_PM_a_at",7.72706624066021,8.94483261206148,1.21776637140127,0.0272960683517253
"1435031_PM_at",4.18094014241947,5.45764482410575,1.27670468168628,0.00437875974182525
"1435035_PM_at",4.92590160401102,6.02909850773707,1.10319690372605,0.0230801436275353
"1435140_PM_at",6.01400426636658,7.55800001937852,1.54399575301194,0.0371422381227392
"1435329_PM_at",4.92899779113875,6.81563605759845,1.8866382664597,0.0119590961924427
"1435335_PM_a_at",3.55884692053435,5.64590300953825,2.08705608900391,0.0466153784274797
"1435474_PM_at",4.74698683721535,6.64394751094559,1.89696067373024,0.025497151174831
"1435491_PM_at",4.17005538547212,5.21205462302748,1.04199923755536,0.0246229649883841
"1435509_PM_x_at",7.49112908924708,9.01569091624825,1.52456182700117,0.00579294594199465
"1435531_PM_at",5.14340566248646,6.32284652086611,1.17944085837965,0.0334917078989959
"1435602_PM_at",6.01222832132509,7.96365977936568,1.95143145804059,0.0275931393322886
"1435631_PM_x_at",5.98365045902246,7.69611246653589,1.71246200751343,0.032635015411644
"1435639_PM_at",4.64001934257949,10.5150795338216,5.87506019124213,7.66548565832179e-05
"1435645_PM_at",3.91847977375713,5.38937330628305,1.47089353252592,0.0390793329571645
"1435652_PM_a_at",5.82885515737974,7.42161087934616,1.59275572196642,0.023706978718795
"1435690_PM_at",6.33678649347731,7.5064699021344,1.16968340865709,0.0463875147594126
"1435732_PM_x_at",7.52766341709271,8.68120420034815,1.15354078325544,0.0415621669522512
"1435761_PM_at",7.58857943194275,10.8113993842711,3.22281995232835,0.035422780378556
"1435803_PM_a_at",6.82700369485748,8.77089750714702,1.94389381228954,0.0191264057972412
"1436156_PM_at",6.31597321326162,7.5604227309916,1.24444951772998,0.0259095959950928
"1436157_PM_at",6.08073166674298,7.66213307711141,1.58140141036844,0.0327214987966724
"1436179_PM_a_at",4.16558838420215,5.60752002436217,1.44193164016002,0.0381278512235328
"1436420_PM_a_at",3.71298472601782,6.06248748939371,2.34950276337589,0.0308336717986256
"1436505_PM_at",5.76271928696153,7.4704935058712,1.70777421890967,0.0370000108552605
"1436515_PM_at",5.13790039248074,3.45653565146389,-1.68136474101685,0.0012073440316052
"1436528_PM_at",5.99488763952026,4.28853901297363,-1.70634862654664,0.000666151721480413
"1436544_PM_at",4.42541603974631,5.83883511733107,1.41341907758476,0.00700416304232924
"1436621_PM_at",5.93258532816578,4.7466609689778,-1.18592435918798,0.0224472081015586
"1436689_PM_a_at",6.69305800846842,8.28702775620211,1.59396974773369,0.0067290997594584
"1436704_PM_x_at",3.43725810804391,5.26344253666781,1.8261844286239,0.0288037468412713
"1436707_PM_x_at",4.79437170851209,6.7540694509781,1.95969774246602,0.00175980598670477
"1436729_PM_at",5.57484343168692,6.67767197978369,1.10282854809677,0.00212916637243239
"1436797_PM_a_at",8.75566098923325,10.3015732198806,1.54591223064733,0.00151457286392376
"1436805_PM_at",5.21072556632909,6.66294245460864,1.45221688827954,0.0346314461660712
"1436808_PM_x_at",5.96671806333845,8.78712808322162,2.82041001988318,0.0486702501756374
"1436816_PM_at",5.80525816096515,8.11318850452684,2.30793034356169,0.0115450189291661
"1436824_PM_x_at",5.99705865863097,7.59519045129541,1.59813179266444,0.047861728725272
"1436836_PM_x_at",3.16562142041357,4.19508297450405,1.02946155409048,0.00183534404894265
"1436838_PM_x_at",6.7468200679691,9.23770628416366,2.49088621619455,0.0294132618534074
"1436847_PM_s_at",9.03921580743008,10.196755553943,1.15753974651295,0.0489168945108228
"1436848_PM_x_at",3.79942304184971,6.46366958452961,2.6642465426799,0.0299166047224585
"1436866_PM_at",6.14348649183283,7.83636646888342,1.69287997705059,0.0365739798293921
"1436874_PM_x_at",8.68533922968231,9.780767219808,1.09542799012568,0.0465123820598988
"1436902_PM_x_at",7.37321888053957,9.30484407237994,1.93162519184037,0.0298652380464895
"1436907_PM_at",3.39540151807599,5.98001437920496,2.58461286112897,0.0199097728519392
"1436917_PM_s_at",3.75307202287419,5.26268260316804,1.50961058029384,0.0322948533519772
"1436919_PM_at",6.8617879509661,7.86537905923072,1.00359110826461,0.0370822339781914
"1436930_PM_x_at",5.52558788963773,6.80576602715792,1.28017813752019,0.036744189416617
