"","CTRL_1","CTRL_2","CTRL_3","EXPD4_1","EXPD4_2","EXPD4_3","TPA_1","TPA_2"
"5730415C11Rik",4.3373426382952,4.21378526100321,4.12108289856561,4.0480205663189,4.01949305823535,3.96423827912131,3.88653772916717,4.08169055917194
"5730416F02Rik",5.49999697722894,5.31567687438394,5.60609458766486,5.41376246572865,5.50814374644838,5.30715679869393,5.25194156505214,5.37208310223552
"5730416O20Rik",3.47510047140777,3.39363533273661,3.20610560293066,3.29293637406762,3.33280670274966,3.31062825058613,3.24744865834853,3.28298780781875
"5730419F03Rik",3.08210196467094,2.92691190481036,2.80386571539082,3.20468491857246,2.60168155800048,2.62069119507849,2.9016404161456,2.89795840079649
"5730419I09Rik",4.97098428738187,4.67993599958783,4.85420091925473,4.76936646244616,4.89901030284158,4.55781858212069,4.90655384571983,4.59930110902345
"5730420D15Rik",4.63645717487144,4.9073722220703,4.1702487184529,4.70425003860466,4.09865821603781,4.00892439122833,4.18109855967602,4.06492941879295
"5730420F10Rik",4.16138390861288,3.69725820247031,3.76292518157388,3.62149658946069,3.4572670840685,3.41363882489973,3.17604074651689,3.34693034765862
"5730422E09Rik",4.67350030456058,4.05533708088565,4.03775675735153,4.03972938249778,3.80612787769153,3.92173031712926,4.19352547586104,3.93373784216146
"5730433K22Rik",3.93402972919739,4.16895424962622,3.75762575083779,3.87976744011224,3.50328044869249,4.03870721081319,3.54229340878548,3.82073282358986
"5730433N10Rik",3.07236911937772,3.57464398045324,2.80163388149006,4.58577998311598,2.69733434902217,2.94594049535553,2.66080466602846,2.64710251981926
"5730437C12Rik",2.49343878301592,2.68302493342662,2.49291171929074,2.40050881518983,2.48579307734136,2.36113917922537,2.42969232635473,2.40885662479156
"5730437N04Rik",5.57067813812016,5.5067743505336,5.3401943051019,5.46320326495492,5.88629549106598,5.65977737893347,5.37487956544027,5.25760713216015
"5730446D14Rik",5.1831776325339,5.39363065119233,5.4607013666191,5.14076408665037,5.14051302085154,5.39654833370123,4.9042624011767,5.09315519988662
"5730453C05Rik",3.69265295279632,3.71030844891811,3.41432648921432,3.75952061062692,3.28426708018297,3.62574141922785,3.74354020009014,3.49835791465531
"5730455O13Rik",4.74515775004583,4.2948516406735,4.51161360294754,4.35437098603902,4.42138262696302,4.35741075694455,4.53237639545182,4.66402433545928
"5730455P16Rik",5.67074401167993,5.11746881325416,5.06018927399157,5.40580331832186,5.45197655803592,5.10409582117683,5.31532275948459,5.54072812697977
"5730457N03Rik",3.96484712075608,4.25793472789372,3.78197091093253,3.71161264757376,3.60919803482016,3.64089872172078,3.68874771346813,3.78910841062581
"5730458M16Rik",3.07689400873308,3.25267014212872,2.97161706321895,3.14184672676973,3.17213451740236,3.10154582257103,2.90846089775262,3.0933672746085
"5730460C07Rik",3.65955546209717,3.59066966739576,3.70219620635928,3.80222905405522,3.50171459933102,3.37209159128149,3.53354913017063,3.57824827997037
"5730469M10Rik",5.46312975838815,7.09902798007973,7.0471853926472,6.19869792831431,7.06857292657905,6.82771496138742,6.37035485674936,6.95299975764324
"5730471H19Rik",4.68353739032776,4.82071362155842,4.65215967441967,4.69666766691414,4.05467840001036,4.37858019190467,4.43068909508093,4.7462764517788
"5730478J17Rik",3.61647186346419,3.36504310370547,3.24963281394346,4.21561491517555,3.32786677688328,3.10500381504897,3.10067076912713,3.10276075770448
"5730480H06Rik",3.47451742977386,4.43692150322169,3.27522648169783,3.82671725628805,3.47865847112735,3.58106338496511,3.5249828223408,3.42200365735772
"5730488B01Rik",4.00799471503559,3.67515874086816,3.76666901823642,4.73422769972639,3.47435703379301,3.55766458743286,3.29823350256062,3.46000923298172
"5730492I20Rik",3.48339427612397,3.58319755491352,3.39397087676627,3.7636916271922,3.10608731702114,3.203044451771,3.13854033589436,3.30178900579744
"5730493B19Rik",4.29687765730968,4.87942164527752,4.5848375716104,4.43807991879711,4.18747544672934,4.31050347133579,4.11944445073039,4.12554648062732
"5730494M16Rik",4.04178366362928,4.00501987316504,4.16787431774631,3.98117129384671,4.17950835204235,3.85363126488846,4.0378374851358,3.80057012104882
"5730494N06Rik",3.67650634400388,3.80164925356754,3.96217022376747,3.85355644647084,4.22923246182847,4.50752833570063,4.67649697975519,4.66140316254832
"5730507A11Rik",4.68875487710472,4.07027444552715,3.83059618767646,4.03350533507374,4.02397626752243,4.10507490199656,3.77008666261215,3.90038430936095
"5730507C01Rik",6.39971542556045,7.41094938430874,5.88340836830041,7.32249110535097,5.64212500425318,5.57893057541201,5.93579762328737,5.59881422721924
"5730508B09Rik",5.03784538902376,4.83377792546761,6.16160467787165,5.29122119498098,6.32417549921824,6.26554495066774,6.35413716640615,6.13780878518662
"5730510P18Rik",2.95474601213181,2.94455525741037,2.95945270500244,2.97669326388311,2.98730838253165,2.83091928618009,2.73024804527396,2.86851769662239
"5730521K06Rik",7.19051522398692,3.28155672620273,3.25048159473278,4.14120729264214,3.41576568358915,3.85577261545585,3.67436344060024,4.54135313370859
"5730522E02Rik",4.40105231012544,4.05952693336951,4.07511396411424,4.08023178815233,3.67511127850202,3.83746316817253,3.85578330869044,3.84988810488329
"5730526G10Rik",2.5421252405109,2.44840131936378,2.37284511849082,2.4601293930762,2.55487163504317,2.33726220588016,2.39946263082505,2.42776787032446
"5730528L13Rik",4.84304172262048,5.24981093714607,4.52905538472648,4.90006288457104,5.25805398633476,5.0672979745148,5.40618005197332,4.9813445405404
"5730552O08Rik",3.55842427272305,3.51587035639667,3.16169031099804,3.47410469791587,3.16138378564585,3.03868806592624,3.13650957310229,3.19396824328537
"5730559C18Rik",5.5320369216794,5.42261401805731,5.38196284422375,5.6008021894374,5.73626126593354,5.19328067685758,5.83537808705108,5.57935881889428
"5730575I04Rik",3.53850908078674,4.0015426494823,3.5766547877544,3.86184795221357,3.4794597498778,3.60807973834477,4.20530043337377,3.78481018383125
"5730577I03Rik",3.43486835903676,4.08753569187656,3.34529099999955,3.32713322949726,3.15551656829134,2.83152409371455,3.22418035647484,3.08833508440095
"5730590G19Rik",6.49719580191841,6.02103628958927,6.17876841668135,6.2973423535222,5.77450897511275,5.80147789599164,6.02462194765235,6.04585367235758
"5730590G19Rik /// LOC100047683",5.46352920022111,5.40730188375214,5.19294784231866,6.39167511254059,6.97543711999908,6.04163597752637,6.15278519382897,5.85452824997657
"5730596B20Rik /// Hoxa3",4.61341040187719,4.52135641528113,4.66842486370981,4.81900131588285,4.19624806765062,4.60592086878433,4.42435907004218,4.69823877885234
"5730596P11Rik",4.27997780486871,4.25180922213576,3.57859870872646,4.19007130297191,3.50594066307355,3.35393975967507,4.02828299479348,3.61668077642226
"5730601F06Rik",5.29454725665964,4.4605777105406,5.67127100796378,4.37257042876871,5.95376167901624,5.99890587813406,5.70705564318003,5.22446483263275
"5830400J07Rik",4.09721191964888,4.73545193735692,3.86736218996545,4.06624896119997,4.45864798187982,4.2570001038309,4.37192576755635,4.06773668770408
"5830403F22Rik",4.31145240014666,4.21885125935848,3.66729111639786,4.41417876834141,3.78187068099313,3.88879871490303,3.78114856869567,3.73764825174954
"5830403L16Rik",3.24508938885104,3.56298984427944,3.43950367346283,3.38753524446132,3.1481948189523,3.00562258673599,3.31848276615827,3.14315847702272
"5830403M04Rik",2.62575440965246,2.74243005212328,2.61436960993328,2.57489288215536,2.52816907931074,2.48959900322433,2.41970158625226,2.48279853975028
"5830405M20Rik",5.05760065251364,5.2862110147258,4.76213176570175,4.96193998215141,4.48702228104359,4.44645020802995,4.34190002149624,4.6517997248644
"5830405N20Rik",4.2007779059564,4.01309063593481,3.82410140439537,3.90812501291076,3.59929373447928,3.64938886487621,3.66729705218789,3.65530829124973
"5830406C21Rik",3.01861964775787,2.95024027683296,2.94314977040147,2.87746260028773,3.0196553542595,2.81398120621897,2.79085796898549,2.88455677389479
"5830407E08Rik",3.15142371911473,3.04180586059868,2.92133655499947,3.14081986568541,2.76518224422364,3.03557034793589,2.75796963234302,2.76758118749159
"5830407F19Rik",5.20992068960372,5.14819813787825,4.59500475170288,4.81160289100687,4.94617498733305,4.1867628930499,4.37666105708263,4.56249904869437
"5830407P18Rik",6.08023086901385,6.76832964553711,7.5504085202101,6.82050863024705,7.11726504693401,7.73676070635845,7.35538410363782,6.99198531266516
"5830408B19Rik",3.76613147528948,3.87189211807123,3.79588690867116,3.83067723157096,3.50094650295741,4.70545195674372,3.88391788982679,5.36111553985495
"5830408C22Rik",4.80474627559369,5.67847399094615,4.90401748908832,4.5017536006453,4.32110341219491,4.47729650384865,4.8563300686762,4.91858197108802
"5830409B07Rik",5.2996990286083,4.79543962429217,4.71995711562867,4.90849318159452,4.2900560627364,4.33367559354129,4.94752429610348,4.98015614843165
"5830410O09Rik",5.84267095715498,6.54693571127794,5.21879585527558,6.2976057365971,5.16270567379427,5.03910738199724,5.20459798947325,5.29107099024563
"5830411J07Rik",4.97554625644658,4.3199519149637,3.95550317965238,5.00254393067246,3.2838787353671,3.67299376728041,4.08838195983156,3.88220633471032
"5830411K21Rik",4.50664100544345,3.18248266359894,3.24568992517167,3.30660615281841,3.01951279408001,3.32810671979131,3.14175705876438,3.21184574550596
"5830411N06Rik",4.63486581256017,4.22029697763369,4.05462609373778,4.54616117972822,4.08509166469993,3.99619823617937,4.00374341717178,4.02471011390228
"5830415B17Rik",3.59116944618838,4.20290203136468,3.63567490289458,3.30717131629785,3.38796483000578,3.69627708758142,3.56468603033121,3.49544491709808
"5830415F09Rik",5.22253310323999,5.06667011852688,4.96609533626759,4.92206851188291,4.73145964567605,4.7187567299047,4.74106160292291,4.50864805982967
"5830415G21Rik",4.2647573415259,4.51052807397794,3.9108398705028,4.13091190983432,3.58669850766361,3.77779881058519,3.58687220239453,3.96882227626063
"5830416I19Rik",3.25441282179934,3.34242917694424,2.96671479602861,3.09058948509344,3.09007616266315,3.25441282179934,3.11151187382462,3.06064036313536
"5830416P10Rik",2.97779954946154,3.58041906787051,2.58179788189349,2.72095147654059,2.61343806480617,2.68397309701205,3.1879089114707,2.71870730219324
"5830417I10Rik /// Gon4l",6.39793241744361,5.92380414396256,7.63321182112904,7.36446393903956,7.35396110043036,6.10036193243573,7.29443050505945,7.34056239398244
"5830417I10Rik /// Gon4l /// LOC677582",5.19624332838211,5.54383752682651,6.86596886051326,5.976248033216,6.98197315161336,6.52799687456299,5.5590917193888,6.63766774904005
"5830418K08Rik",3.5350205617329,3.82363756660441,4.06498265644104,4.0189249891398,4.14065772972803,4.05982345858091,4.47162003434375,4.62901884954731
"5830420C07Rik",4.53359268526168,3.94127876233786,3.94221358823917,3.9637112388082,3.87096928831197,3.63591366605366,4.13611572159765,4.03552295986979
"5830424K16Rik",4.54153169573345,4.4463476240348,4.12589316528554,4.52195919908057,3.98320282147389,4.15421433367088,4.08567355633384,3.98766499293412
"5830426C09Rik",4.18534402699637,4.77178218096436,4.01370224403021,4.24755038040755,3.90436870546693,3.93087432139559,4.14896841237817,4.02352429217949
"5830426K05Rik",4.78515481895434,5.14816203989921,4.40231735188583,4.63839802994661,4.24338830700427,4.27406944669644,4.306823845848,4.43897611823101
"5830427D02Rik",5.20815677421533,5.00368441053433,5.4532791426843,5.59272444218285,6.08153313656306,6.49252483750632,5.92982735746518,6.1979076915708
"5830428M24Rik",3.81532417204131,4.01760227649887,3.34198579756629,3.38179138984524,3.08759294468778,3.19216730691319,3.58549247427261,3.0033945990745
"5830431M20Rik",3.91619024028082,3.46072105494009,3.5793204417891,3.73000057841171,3.37543192339422,3.42735071593568,3.35649925290187,3.49530064986338
"5830432E09Rik",4.12493724501194,4.63667177004794,3.83914405720613,3.74701359355963,3.58057967010365,3.5848071543552,3.44375263069011,3.69120240425876
"5830432F11Rik",3.6930272054132,3.72941207087703,3.55542822291175,3.73335083483975,3.39545676638337,3.2474965338951,3.46059107235073,3.38682776162079
"5830433D23Rik",5.79221062999565,6.70843642493183,5.03318867326988,6.03659591607266,5.43354776667218,4.95364325608155,4.79672782037594,4.69914546329729
"5830433G22Rik",4.50902816465943,4.62483792664258,4.4687812774095,4.16950791447361,4.67387390200044,5.26917817721481,4.3863484838855,4.65602964873795
"5830433M15Rik",4.76560642869791,5.0483120339358,4.48133380993437,5.09119004590633,4.3430697972911,4.35738722283678,4.61753976230936,4.55064415327547
"5830433M19Rik",4.01685887936791,3.35421796147262,3.70869660513375,3.91204404865773,4.58032340088795,4.02872572286544,3.90103794078862,3.15508451380388
"5830434F19Rik",3.43508261661674,3.50276212086403,3.34422630211233,3.09134601963245,3.13793768460924,3.03711167390053,3.06582646083921,3.1183482625517
"5830435N06Rik",4.72982092774228,5.25125949047557,4.81190944168713,4.93087792180684,4.30796665994403,4.36007219081371,4.48273258275865,4.63248287609419
"5830435N17Rik",3.67069285312642,3.50144351679863,3.47006577349392,4.71068050354951,3.10426041183417,3.38130761686859,3.44027591781849,3.16158003441499
"5830436I19Rik",4.10869928249758,3.97537928962677,3.3308439750723,3.71088601724079,3.33954792197689,3.52909232623505,3.3613555460115,3.34186239877584
"5830437K03Rik",5.34044356846974,5.07976813552354,4.94291458235082,5.26756087441716,4.76895722951657,4.67689594661334,4.84218593873588,4.89862733079736
"5830438M01Rik",4.63644425645036,4.1563467686539,4.46866564620943,4.08067009191274,4.23622569598937,4.17844474530071,4.52719807984709,3.97453327840547
"5830440H09Rik",4.08967692149669,4.22075675876653,3.8840183844241,4.22360274052074,3.5201720218351,3.46833290852773,3.50479951089782,3.66566883308845
"5830442K09Rik",3.99646451154892,4.38981389810667,3.74813167633335,3.94496253101064,3.67715919003568,3.75766812852618,3.66086158356946,3.6579381968426
"5830443J22Rik",3.54834372298963,3.86163324760564,3.37910178066216,3.48666696258798,3.63744808278186,3.46852713357472,3.66964823194418,3.54193889913377
"5830444B04Rik",5.59964717106735,4.33769957800803,3.56901754458849,4.07582049315158,3.54308844436525,3.69493207324155,3.56233679758977,3.71611294430923
"5830445D09Rik",4.60893137759636,4.40683055032476,4.60249594606988,4.9388891797485,3.96928309614694,4.50976348670252,4.21459458688288,4.41760733104605
"5830448L01Rik",4.30391078089716,4.32693712522885,4.1354421023039,3.86767183041498,3.61690948060572,4.18647647803794,3.78915610615404,4.21003384204357
"5830453J16Rik",3.06724325757043,2.83777334840533,2.88774398336919,2.88378469289606,2.85327792856348,3.1648608755655,2.63235031697137,2.87912736589832
"5830453K13Rik",3.68323598862326,4.19355861948207,3.39853332153766,3.73327665690957,3.10532171140329,3.10306527022671,3.04671280753172,3.42360500548773
"5830454E08Rik",4.83398488424398,4.75969231333006,5.06023134827897,5.43372292170611,5.8268959570851,4.60367088440221,4.32704519110551,5.27965268824592
"5830456J23Rik",3.8497423614845,4.11282536134426,3.14127853969562,3.34987995320571,2.77362404878692,2.84240436341727,2.94728428986864,3.16835161165075
"5830458C19Rik",3.25837669151641,2.86913042853119,2.99938647047957,2.91808346642203,2.76923623383084,2.79358832911722,2.85409588346511,3.40631127985362
"5830461L22Rik",4.56993817630759,4.89306882495848,4.4046216728347,4.47133547320296,4.28909543110766,3.94811305349784,3.78458614173247,3.96217278632738
"5830462O15Rik",5.68309656360726,4.89307406662802,4.74820356000826,4.86773727021403,4.55602222494866,4.52148586597546,4.65463882157419,4.63058278913845
"5830462P14Rik",4.77886028915988,4.64229752421796,5.29574669647645,6.03586407191643,6.42674282107089,4.76770300879416,4.09342853664987,5.29894623495037
"5830468F06Rik",4.83043726166631,5.06933820437383,4.57077944998247,4.52429659478116,4.34675890395137,4.20622795361214,4.07864547790045,4.11044616245944
"5830468K08Rik",2.69506367693651,2.722016469189,2.78413137026806,2.85200403316661,2.92175500198262,2.90581267698101,2.58101495048473,2.87529295805064
"5830469G19Rik",3.51743564248027,3.27397939025896,2.71697537642418,2.97447690470979,3.64076276092728,3.46225431063087,3.83008787010798,3.63057852634196
"5830473C10Rik",5.1265983768081,5.17437713629511,4.92799512681032,5.0692426317728,4.49675365975611,4.55757950102723,4.65901029323128,4.88732488365343
"5830474E16Rik",4.02758108896808,3.76239935730622,3.58809484117891,4.04105892756259,3.46610725292977,3.33532499376402,3.42179124423793,3.35128397888211
"5830477G23Rik",2.98349361030092,4.12024994027448,2.97484281090887,3.20454256483808,2.95042958352813,2.94291164941817,2.95719342687142,2.95169986060358
"5830485P09Rik",6.60519326933507,6.77700595806924,6.59692896762487,6.65309354131645,6.18866356675848,6.85659046584918,7.52111246071869,8.00588875714248
"5830487J09Rik",3.14537210554187,2.77453144203926,2.94289984814578,3.07750610794451,2.918563610854,2.81955141622745,3.06074722466548,2.92218455540513
"5830487K18Rik",4.59252896494565,5.05900582795836,4.17152865218298,4.66471579348569,4.05465596101226,4.2102372710599,4.18192131389575,3.94206329290731
"5830490A04Rik",3.44093915935822,3.37775438314858,3.17327516972478,3.51403270048243,3.08978466766252,3.21653406815602,3.01237187542882,3.15382488030808
"5830490A12Rik",3.26539085542615,3.27082808338674,3.31471127032598,3.30203381624736,2.89468771591474,2.98502815019102,3.02864070028176,2.98960395016598
"5830495A06Rik",4.9993429146692,4.09184832392243,3.82982723221918,4.12263418131914,3.66509026415857,3.67090135109277,3.72468855707249,3.59382391602387
"5930403N24Rik",3.97873862634986,3.46914242650465,3.78042950167008,3.42618970378473,3.53470896070416,3.57603839240385,4.13585038260173,3.55321583405728
"5930405F01Rik",4.32560022689055,4.2302796104049,4.0837126464199,4.60395925535951,4.41875283175393,5.76436189017701,4.24494441063904,3.7520853541957
"5930409G06Rik",2.85803494457755,2.67714522092964,2.49476298423286,2.5390039967111,2.59255862646517,2.63380594771014,2.60315067908505,2.55269994342969
"5930412G12Rik",4.76787557380251,5.38794407689672,4.91896261727162,4.72215882717509,4.62748010703782,4.94049031651693,4.46191007140135,4.51560286190531
"5930416I19Rik",4.66247609650188,4.3047483879111,4.35528554699562,4.02918633833883,4.71085491401647,4.68428459128625,4.69621266675373,4.92632895726948
"5930422O12Rik",4.21312574671909,4.19165851488348,3.3191928619847,4.207472371829,3.49569008118643,3.51392076542807,3.27509410425656,3.47889345436586
"5930427J20Rik",4.40363213366386,4.16373233244749,4.12828141958215,4.41463059348025,3.81761869616322,3.95206812746641,3.85922979772424,3.96362601062111
"5930427L02Rik",4.72255368923998,5.80366243351094,6.21414679150101,4.73617330598344,4.80536760454205,6.58391881125428,5.24536198196225,5.07126973200912
"5930430L01Rik",7.63638428062406,7.7701275991224,8.22345563111834,6.79279734566991,6.91923955834296,8.22930024594912,7.26098155488738,7.68121520556888
"5930430O07Rik",3.03286794989258,3.29237089343384,2.97464016865887,3.2183968217612,3.00176721589005,2.95411806929579,2.93223032543111,2.99605775397631
"5930433N17Rik",3.92227522578608,5.4333035428841,5.16653860577413,4.57691519833878,4.96942380322569,5.15306161136224,5.74877802340874,5.77051045390232
"5930434B04Rik",4.82743183731897,4.62111716106206,4.43190039553479,4.61048640352489,5.49595703911206,5.17158883820586,4.97315071151139,4.73302465458434
"5930436O19Rik",7.38029778756074,5.04957833207595,5.83042312495955,5.48596155540735,5.47111820597515,5.63022339755401,5.71194198602293,6.33278390446895
"6030400A10Rik",3.890873493591,4.54139575325781,5.22660921839375,5.79187616728511,5.33589527844687,5.46807428672744,5.21631747314649,4.93523667523332
"6030403N03Rik",5.31437366254413,5.37635113919126,4.62976378186931,4.8495002600285,4.42323665125258,4.35477188228607,4.59464038677974,4.57903135154553
"6030405A18Rik",3.47805999707735,3.9957206226456,3.21088317408829,3.31023329875032,3.08610117293767,3.29461879625237,3.2185348767336,3.27963354304945
"6030407O03Rik",3.4541149679096,3.80705315790959,3.35200339569688,3.59274570861838,3.31647573541788,3.31096277416435,3.47491411710043,3.250871142825
"6030419C18Rik",7.12785357029532,6.48026704664298,6.67247499199051,6.72858713511529,6.44912642962134,6.36225494134475,6.40161452267098,6.27436105614469
"6030422H21Rik",4.10612637926521,5.27767624332445,3.67033434213783,3.64820162753651,3.47956422435911,3.85053530835468,3.47805999707735,3.60348742757919
"6030427F01Rik",4.26606130806116,5.25375316498627,4.18117923740346,4.38197284785059,3.72259447264092,4.11427603193374,3.9498747236274,3.97332021622479
"6030438J01",5.22165790380783,5.0183635852387,4.42476871920873,4.87436229481335,5.03593648893482,4.35715342319907,4.39858721239607,4.19243637325903
"6030439D06Rik",6.13257361197169,7.30743934457266,6.56863918920893,6.19323864581501,6.47461962512165,6.38845200302644,5.11346720847157,4.72532626422278
"6030440G07Rik",2.95591395510548,2.97230264115094,2.92184403505306,3.02294689899674,2.86115868886222,2.83463868627078,3.04327925167309,2.89562538423854
"6030442H21Rik",3.58938581130395,3.44514906097486,3.49921273251768,3.64275383034027,3.28827473821491,3.14509758860344,3.26542955884929,3.40182161730183
"6030442K20Rik",3.34139252556844,3.55988023015636,2.70688563690887,3.25043172149483,2.71466562570993,2.61256403921023,2.88105567117913,2.74748988623918
"6030445D17Rik",4.13191026685629,3.94889217342452,3.58288078450189,3.67767269293022,3.52501951889757,3.46970338829957,3.33579235461952,3.52029797705992
"6030446N20Rik",4.96976613287097,4.61977706639491,4.05368832001783,4.93857955975073,3.95101801980531,3.84372138612897,3.93868387495497,4.15868632461132
"6030451C04Rik",3.6984664894282,2.69085826648938,4.05159271899848,2.6826574087522,2.64631890337488,2.57669980553872,2.58494485575536,2.55274537300887
"6030458A19Rik",3.57911447895184,3.41223027632889,3.63557877473363,3.43824122662197,3.24154979167864,3.29874818661374,3.24407342365286,3.08310239958901
"6030458C11Rik",4.17664865922851,4.37175388774465,4.86548636579993,4.42600090938071,4.55295958636274,5.10882905147774,4.8895380620776,4.61897990998911
"6030458E02Rik",4.41525953808753,4.52099205578553,3.94890683754744,4.28513163868865,3.86297563866185,3.64618576680717,3.53413620162854,3.8648116850171
"6030460B20Rik",3.43452321858523,3.54975678956619,3.3136720621623,3.65044426490576,3.41493266050256,3.09341982654478,3.2857248382858,3.11979674646193
"6030468B19Rik",5.85212572728277,5.59229651346511,5.40050776031538,5.514504249674,4.83200670660996,5.06105808587809,5.1789560492331,5.23152408266296
"6030487A22Rik",4.40826232205185,4.44782936335821,4.85991616004877,4.54992300027856,4.31794574613095,4.01399912480146,4.07280813396173,3.7571954379281
"6030498E09Rik",3.22041276665563,3.01696646077792,3.19735344840472,3.06732407398966,3.09146756663687,2.99354276312181,3.03077200295637,3.11526550544555
"6130401L20Rik",2.84684957841945,2.82002157690536,2.77466603470862,2.59527047421706,2.66019057372417,2.58390732477828,2.60098817447784,2.59452314430733
"6230400D17Rik",3.87346728561226,4.40834022498533,4.55519561504484,3.62137599285367,3.84536794373185,3.54765262220059,4.28430779558837,3.38563248520983
"6230409E13Rik",4.46903898767113,4.30684516297245,3.87293103064209,3.8128187580897,3.47208110596722,3.47501588268333,3.57642952592315,3.59379859630658
"6230414M07Rik",5.59285407688779,5.64172744261618,4.69141575381108,5.48953404611546,4.55517750255501,4.50297142095881,4.50211618572275,4.68196137697799
"6230424C14Rik",4.26306053486374,4.61774176092373,4.08489440761941,4.23103848169554,4.03558304450466,3.85793253843099,3.99651367159022,4.60487021610012
"6230426I18Rik",4.87867659981292,5.19625113127706,4.76054157633969,5.10426590890316,4.4864555088441,4.44666514357095,4.5835326705465,4.59386498395733
"6230427J02Rik",5.11410176579728,5.56127376173179,5.02712400639019,5.45108078697562,6.61192446564884,5.89845303136674,5.62776559492497,5.91814858154775
"6330403K07Rik",4.10064371155442,3.99416350395707,3.78462098369734,4.68046949818812,3.70713241440249,3.84033483847322,4.02880634803665,3.47546085847939
"6330403L08Rik",4.60781235342282,5.18213559132037,4.72214282845763,4.46137020168281,4.6774220626489,4.69993471074021,4.45438394226578,4.41491309926105
"6330403M23Rik",3.38527403757658,3.74456485205448,3.67314788698026,3.28821259188506,3.31602114313594,3.6853086503878,3.91926674947263,3.36153166638274
"6330403N20Rik",5.83334019414765,4.63556223707723,5.0630994254024,4.85423549343967,4.18381922259436,4.63172985647582,4.61900451777468,4.70190578180593
"6330405D24Rik",3.24034077369257,3.64539140780701,2.70936687624323,2.93115206229765,2.54144787515589,2.74878045396993,2.7211478495973,2.79979709744137
"6330406I15Rik",3.61266590310571,3.94170211845719,3.68451344370078,3.59970739985611,3.17310657673907,3.51181673169737,3.73774187094151,3.31295267655167
"6330406O05Rik /// Gabrg3",3.94156598693539,3.77203255961647,3.80294863554167,3.82671725628805,3.85455909162129,3.69038068745147,3.77455416405664,3.63001894856354
"6330407A03Rik",3.95720625908313,3.8263823029433,4.13467540536161,3.69411926212873,3.72271917107032,3.72775974117567,3.56285860324676,3.82662098870474
"6330407I18Rik",2.93593208453149,2.61714005530418,2.49289797674075,2.57963669954646,2.52367693257287,2.6050158259329,2.65734946277078,2.54865173266418
"6330407J23Rik",3.80847470275472,3.85375675147957,3.65344923557523,3.70774023093385,3.48820548668902,3.40358505294371,3.56894940454068,3.33588719185604
"6330408A02Rik",4.55230772722037,4.73522575791012,4.56857238159997,4.6264114500897,3.75371288436175,4.12638847959148,4.2253267281746,3.95565994244151
"6330409D20Rik",3.61721675246485,3.60684979923078,3.4710869728626,3.60562858712248,3.26415222408236,3.38395425550664,3.39443330700456,3.3197156331836
"6330409N04Rik",3.39376909508598,3.24008683351217,4.23303290142321,3.60776931870435,3.62056768373039,3.30636082642764,3.44214220746295,3.03190549661807
"6330411D24Rik",4.53065256521194,4.077511077145,3.96769379651652,3.73938592812013,3.45723005063149,3.67499199676699,3.61585037302403,3.77991763373473
"6330412A17Rik",6.54079464619645,6.75987187631557,6.48102401643034,6.16343163727734,5.72765851182459,5.99784531025021,5.99082647244281,6.0602489821387
"6330415B21Rik",4.16297719485498,2.7940251352171,2.59055766871952,3.3552959134753,2.72745951498,2.6779995943573,2.60167534981558,2.71273379953849
"6330415G19Rik",4.44255553558395,5.10210779173629,4.32091957139053,5.10474788523774,4.25824970904167,4.73371770436134,3.98882001256214,4.46045099479895
"6330416G13Rik",4.19838389398446,3.87580779917291,4.54959667149696,3.92984977699836,3.9277614440992,3.95976646592199,4.1101382028596,3.80149507797115
"6330416L07Rik",3.92769814809208,4.22358072224927,4.09654460850838,4.09504430763758,3.86301359549683,3.75561790586907,3.83063737649743,3.65467198030899
"6330417A16Rik",4.02483641593239,4.36687070162432,4.59283407343079,4.24260877639178,4.074701015209,4.95454689687351,4.08455697902887,4.44813402110282
"6330418B08Rik",3.33833400997814,3.13173202021723,2.86333763481145,2.83143546844063,2.73523011747606,2.76802005276688,2.72399090347309,2.60484417586499
"6330419E04Rik",2.84675271718995,2.99655047814858,2.7630687715078,2.83551196716679,2.77462728549648,2.83573711848357,2.61271416352817,2.66434039501237
"6330436F06Rik",2.8525546515254,2.86057074255149,2.72487078112971,2.87031182824227,2.64858059908419,2.64067578757108,2.58470856772861,2.74465247644236
"6330437I11Rik",3.3024570787155,3.87174878442753,3.38519845633617,3.84559165598163,3.24138365626947,3.30049274917336,3.17074907712312,3.25516082488381
"6330439K17Rik",3.36559696421723,3.33392810129796,3.24314836801017,3.28157351936771,3.18029440560958,3.02111377840997,2.86997398485601,3.05451701058544
"6330503K22Rik",6.00846110376336,2.8843007966003,3.12717297803232,3.80926618696396,3.31495238197136,2.85475726138577,3.10000711686919,2.98852994876833
"6330509M05Rik",2.97811620854047,2.72672430378714,2.74256797918189,2.7307901185216,2.69975942660898,2.69334124708516,2.64638038393723,2.54705791863339
"6330510M09Rik",2.89886852198612,2.75000901527665,2.70968236619437,2.62573054171544,2.60718439954795,2.58054996152867,2.47827924912787,2.72107674579301
"6330512M04Rik",6.00509243079796,6.00838498275834,5.64858659785473,5.5793509709266,6.39527048233248,6.73232763060602,5.84687793294931,6.02307693387766
"6330522J23Rik",3.9546950051794,4.58491688924936,4.5619127261351,4.41175677320358,4.1558121913681,4.26051769557045,3.95686924826087,4.12977537049591
