ENTREZID	log2FoldChange
21335	1.5888021864502
21335	2.01199563621076
75316	1.82158295017091
226182	1.89696067373024
21346	1.19055326310652
230908	1.36294131321983
110960	1.12965863122563
56070	1.40814720341663
21406	1.12104222526267
21766	1.85272716684646
22042	1.13221017386069
21810	1.05151853782196
21812	1.75671110330098
225160	1.60101623023952
21856	1.1395855731992
30058	1.5802664167741
94242	3.48305938272234
99929	2.2507618752364
21873	1.33127381148093
74140	1.35528391533174
107358	1.42138123648073
99237	1.08810912354051
56334	1.17390052961914
56334	1.14744117176761
215210	1.27670468168628
21982	1.52217360727061
73067	1.03311119248005
233724	1.75267056901902
230657	1.42018391057552
72477	1.28116768667366
21927	1.34060875640442
53333	1.97106291494433
240832	1.64306023069651
21991	1.32194843073142
20462	1.0791491048828
22031	1.66130483500287
67095	1.61293928760093
72265	1.42902904723761
170829	1.65621738916193
93679	1.34934907764432
93679	1.89104229352662
277414	1.00359110826461
22099	1.05753583426317
56434	2.8048451869959
64540	1.07953544753098
12257	1.5181720713451
12257	1.64420659623998
67120	1.13876960013183
69863	1.4692426140173
72354	1.15428564145363
67951	4.20667728614248
19230	2.34907957341899
19230	2.6968934357446
19230	1.80120574575522
98258	1.61533960190325
53382	1.65054149763481
50493	1.74022020231614
232223	1.39243903306869
50995	1.6103435776906
50995	1.79963031672764
50995	1.5940535710076
68889	1.16821452974728
72828	1.45221688827954
66105	1.38657969357541
22193	1.27823600236822
67921	2.72477614704983
56228	1.27760208625904
77891	1.52676575890722
94232	1.61187677685609
56207	1.85723428965581
329908	2.14811547361507
235441	1.17944085837965
76179	1.59707899582173
170707	1.22859539072248
98910	1.81876357941847
22346	1.17529935092555
56433	2.63675058205496
65114	1.73151106940121
22367	1.20135643588425
60321	1.38834868029491
225348	1.22306869142776
83669	1.64714186570237
73674	1.20559567260954
70465	1.57026415377667
59043	1.24109314715336
22433	1.49673561715719
170750	1.45986192501448
103573	2.11054287648441
73192	1.86801030385171
19775	1.7629093822159
24128	1.67547608082045
70120	1.77491705879297
67180	1.227687795759
27377	1.04389306176334
228994	1.00959019298685
229096	1.2609759795759
100494	2.30351409852163
22682	1.00249503328434
54367	1.04377098630513
22722	1.40387466289148
22401	1.28110373308839
230709	1.9033895612808
29805	1.19625427196232
448850	1.18009621513702
52696	1.42769016638862
52696	1.1871990040977
